"PID","message_choice","is_dom","CWV","message_aff","message_dom","choice_dom","comp_dom","attitude_dom","choice_aff","comp_aff","attitude_aff","nompred_dom","nompred_aff","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","att_1","MID_aff","MID_dom","age","race","edu","income","gender","employment","feedback"
176,"dom",1,4.4,"I am guessing that you will do great on this task and in doing so you will earn yourself a nice little bonus. Do your best and I know the outcome will be favorable.","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","do task",40,7,"do task",40,7,1,1,74,54,43,49,31,63,32,38,35,56,7,2,7,6,2,7,2,7,2,2,1,"DV618ch","LC320iz",NA,"black","4yearColl","$100,001-$120,000","man","Full-time",""
177,"aff",0,1.5,"You totally got this! Please match as many as you can as quickly as you can. By helping me with the work, we can achieve a lot together.","This task I am assigning you is pretty important and needs to be done as well as possible. If you do not perform well you will not be receiving a possible bonus that I can reward you with. If you want this bonus, you will perform according.","skip task",42,2,"do task",50,7,0,1,50,70,85,97,110,118,136,165,189,200,1,1,1,6,1,1,1,1,1,1,1,"XT894iw","WC835pl",74,"white","4yearColl","$80,001-$100,000","woman","Part-time","I cannot understand how anyone thinks that being mean and selfish is okay"
178,"aff",0,2.1,"I have faith that you will excel and perform this given task to the best of your ability because I know how hard-working my employees are. With that being said, there will be a monetary reward for those that perform this task as accurately and efficiently as possible!","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","skip task",0,2,"do task",50,6,0,1,0,0,60,80,100,120,140,160,180,200,2,3,2,1,2,2,2,2,1,4,1,"VQ327uf","PT099gj",43,"white","MA","$100,001-$120,000","woman","Part-time",""
179,"dom",1,2.6,"Whether you do well or not, I appreciate your hard work at this company and will continue to support you.","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","do task",50,3,"do task",50,6,1,1,0,0,0,0,50,100,140,175,190,200,4,4,2,1,3,5,2,1,1,3,1,"HU074mk","AB972vt",31,"white","4yearColl","$180,001-$200,000","man","Full-time",""
180,"aff",0,2.9,"I'm choosing this assignment for you because I know that I can count on you to do a great job. Thank you so much!","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","do task",40,1,"do task",46,5,0,1,0,0,0,0,0,0,0,180,190,200,3,4,1,2,2,5,1,1,5,5,1,"KF800kz","YI774jh",58,"hispanic","4yearColl","Over $200,000","man","Full-time","none"
181,"aff",0,3.6,"Please do your best at this exercise as I have faith that you will try your hardest, but if you make a mistake, no worries. Just take a deep breath focus on the exercise and you will do great!","This exercise determines your bonus. So do your best or your bonus will be affected.","do task",35,3,"do task",35,6,0,1,0,0,0,0,100,100,100,100,100,200,5,3,3,4,2,5,3,3,5,3,1,"AC528ed","XW406gb",39,"white","4yearColl","$120,001-$140,000","man","Full-time","none"
182,"aff",0,1.8,"You are completely capable of successfully completing this task. You are smart, perceptive, and discerning: all things you need to complete this task well.","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","skip task",25,3,"do task",45,6,0,1,5,25,50,75,100,125,150,175,200,200,2,1,1,1,2,3,1,1,3,3,1,"TO642sj","XD206yn",41,"white","PHD","$40,001-$60,000","woman","Part-time","na"
183,"aff",0,2,"I am hoping you can lend your expertise on this request, given that I know you have a knack for this type of thing! I really appreciate your help, and please let me know if you have any questions!","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",30,2,"do task",45,6,0,1,50,75,75,100,100,100,150,150,200,200,2,1,2,4,1,1,2,1,3,3,1,"UD880hg","ZC801er",27,"black","2yearColl","$20,001-$40,000","woman","Full-time",""
184,"aff",0,3,"I'm choosing this assignment for you because I know that I can count on you to do a great job. Thank you so much!","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","skip task",46,3,"do task",46,5,0,1,4,24,60,71,100,104,111,125,138,200,3,3,2,2,2,4,4,2,5,3,1,"KF800kz","KJ482kw",52,"white","MA","$60,001-$80,000","woman","Part-time",""
185,"aff",0,3.6,"I am hoping you can lend your expertise on this request, given that I know you have a knack for this type of thing! I really appreciate your help, and please let me know if you have any questions!","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","skip task",25,3,"do task",40,5,0,1,20,40,60,80,100,120,140,160,180,200,4,4,3,2,4,5,4,2,4,4,1,"UD880hg","LC320iz",43,"white","GED","$80,001-$100,000","woman","Full-time","None at this time "
186,"dom",1,3.8,"Before we begin this task I just want to let you know that I appreciate all the hard work you always do and offer you a chance for a bonus. I am going to assign you a task and if you do well, there is a bonus involved for you. I know that you generally perform well, so I'm not too concerned, but wanted to give you a heads up that the better you perform the better your bonus will be for this task. Thanks again for all your hard work!","Reminder those that do not complete the task will not be compensated properly.","do task",32,4,"do task",29,4,1,1,116,135,167,122,118,126,138,138,135,131,4,5,4,4,3,3,5,4,2,4,1,"HJ188qx","OL009mq",NA,"black","PHD","$100,001-$120,000","man","Full-time",""
187,"aff",0,2.6,"You totally got this! Please match as many as you can as quickly as you can. By helping me with the work, we can achieve a lot together.","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","skip task",10,1,"do task",17,6,0,1,10,25,45,103,155,180,200,200,200,200,4,3,2,2,3,3,2,2,2,3,1,"XT894iw","JI806xu",58,"white","4yearColl","Over $200,000","man","Full-time",""
188,"aff",0,1.4,"I think you would be great for this job. You are a hard worker with great skills. I know I can count on you to get the job done.","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",35,1,"do task",40,7,0,1,10,30,50,70,100,125,150,170,190,200,2,1,1,1,1,2,1,1,1,3,1,"JV696yc","ZC801er",41,"white","GED","$20,001-$40,000","man","Full-time",""
189,"aff",0,2.5,"This task is meant to challenge you but I have every faith that you will rise to the occasion. Take your time, think clearly and I know you will succeed.","Reminder those that do not complete the task will not be compensated properly.","skip task",25,3,"do task",25,6,0,1,100,100,100,99,100,100,100,100,100,100,4,2,3,2,2,2,2,3,3,2,1,"VM414kq","OL009mq",37,"hispanic","MA","Over $200,000","man","Full-time",""
190,"aff",0,3,"I think you would be great for this job. You are a hard worker with great skills. I know I can count on you to get the job done.","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","skip task",35,3,"do task",40,6,0,1,0,20,50,75,100,125,135,160,180,200,4,3,1,6,2,4,2,1,2,5,1,"JV696yc","GV333wu",29,"black","MA","$60,001-$80,000","woman","Full-time",""
191,"aff",0,2.1,"Hey teammate, I chose you to help complete this shape identification task because it is a quick, fun way for both of us to earn a bonus and I know you are the perfect person for the job! I'd really appreciate your attention and focus and I'll make sure your bonus reflects your hard work. Let's win this together!","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","skip task",20,1,"do task",35,6,0,1,0,25,50,75,100,125,150,175,190,200,2,3,1,1,1,5,1,1,3,3,1,"PA168kd","LB941bt",24,"white","GED","$20,001-$40,000","man","Full-time",""
192,"aff",0,2,"Hi Team! Thank you so much for all your hard work so far this quarter. It has not gone unnoticed. Coming up, you will be automatically enrolled in an activity that requires your participation. It should not take long, and you will receive a small bonus in return. We realize that it has been especially busy, so if you need an extension on any deadlines in order to complete this task please do not hesitate to reach out.","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","do task",20,2,"do task",35,6,0,1,100,120,140,140,160,160,180,180,200,200,2,2,2,2,2,2,2,2,2,2,1,"SM837hk","PT099gj",37,"white","4yearColl","$120,001-$140,000","woman","Full-time",""
193,"aff",0,2.6,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","do task",30,2,"do task",43,6,0,1,200,200,200,200,200,200,200,200,200,200,4,4,1,1,3,5,1,1,3,3,1,"EP725gv","AB972vt",29,"white","GED","$80,001-$100,000","man","Part-time","no comment"
194,"aff",0,2.3,"Before we begin this task I just want to let you know that I appreciate all the hard work you always do and offer you a chance for a bonus. I am going to assign you a task and if you do well, there is a bonus involved for you. I know that you generally perform well, so I'm not too concerned, but wanted to give you a heads up that the better you perform the better your bonus will be for this task. Thanks again for all your hard work!","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","do task",50,7,"do task",50,7,0,1,100,100,100,100,100,200,200,200,200,200,5,4,1,1,1,5,1,1,3,1,1,"HJ188qx","KJ482kw",35,"black","4yearColl","$160,001-$180,000","man","Full-time",""
195,"aff",0,2.1,"This task is meant to challenge you but I have every faith that you will rise to the occasion. Take your time, think clearly and I know you will succeed.","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",3,1,"do task",37,6,0,1,20,40,60,80,100,120,140,160,180,200,3,1,3,1,2,1,1,2,5,2,1,"VM414kq","ZC801er",36,"white","PHD","$120,001-$140,000","woman","Full-time",""
196,"aff",0,2.3,"Please do the best that you can to identify all the shapes that are described. Feel free to take your time and double-check your choices - you don't need to be perfect, just make your best effort!","This exercise determines your bonus. So do your best or your bonus will be affected.","do task",30,3,"do task",35,5,0,1,17,24,27,33,37,40,34,33,34,51,2,2,2,2,3,3,2,2,2,3,1,"YF438np","XW406gb",38,"white","MA","Over $200,000","man","Full-time",""
197,"aff",0,3.1,"Whether you do well or not, I appreciate your hard work at this company and will continue to support you.","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","skip task",20,2,"do task",35,5,0,1,200,200,200,200,200,200,200,200,200,200,3,2,3,3,2,4,4,3,3,4,1,"HU074mk","KJ482kw",25,"white","MA","$120,001-$140,000","woman","Full-time",""
198,"aff",0,2.4,"You are completely capable of successfully completing this task. You are smart, perceptive, and discerning: all things you need to complete this task well.","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","skip task",10,1,"do task",50,7,0,1,200,200,200,200,200,200,200,200,200,200,2,2,6,2,1,5,1,1,2,2,1,"TO642sj","KJ482kw",28,"white","2yearColl","$0-$20,000","woman","Full-time",""
199,"aff",0,2,"Team - We have an opportunity to earn meaningful bonuses on the upcoming pay cycle. This bonus depends on the accuracy of work you guys submit. The better the work, the higher the bonus we each receive. I know you guys are up to the task and I can't imagine anyone being better suited to nail this challenge than you guys! thanks for all of your hard work.","This task I am assigning you is pretty important and needs to be done as well as possible. If you do not perform well you will not be receiving a possible bonus that I can reward you with. If you want this bonus, you will perform according.","skip task",35,2,"do task",49,7,0,1,25,42,64,85,100,120,140,160,180,200,2,2,1,2,3,3,2,1,1,3,1,"BA092or","WC835pl",35,"black","MA","$60,001-$80,000","man","Full-time",""
200,"aff",0,1,"I have faith that you will excel and perform this given task to the best of your ability because I know how hard-working my employees are. With that being said, there will be a monetary reward for those that perform this task as accurately and efficiently as possible!","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","skip task",15,1,"do task",50,7,0,1,41,51,64,86,104,112,126,125,151,200,1,1,1,1,1,1,1,1,1,1,1,"VQ327uf","KJ482kw",47,"white","GED","$20,001-$40,000","woman","Unemployed",""
201,"aff",0,2.3,"I've given you a relatively easy task that I know you'll perform your absolute best on! To help make the task a little better, you can earn a nice bonus - so make sure to give it your all! I have no doubt that you'll find it easy and fun. You've got this!","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","do task",26,3,"do task",37,6,0,1,16,44,59,86,105,128,150,162,180,200,2,6,1,2,2,2,2,2,1,3,1,"OA261ld","LB941bt",35,"white","4yearColl","$60,001-$80,000","woman","Full-time","No comments "
202,"aff",0,1.5,"I think you would be great for this job. You are a hard worker with great skills. I know I can count on you to get the job done.","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","do task",5,2,"do task",25,5,0,1,10,20,35,64,87,109,125,134,149,172,1,2,1,1,1,1,2,1,1,4,1,"JV696yc","LC320iz",43,"white","4yearColl","Over $200,000","man","Full-time",""
203,"aff",0,1.6,"This task is meant to challenge you but I have every faith that you will rise to the occasion. Take your time, think clearly and I know you will succeed.","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",25,2,"do task",50,7,0,1,5,25,50,100,150,200,200,200,200,200,3,1,1,2,1,1,1,1,3,2,1,"VM414kq","ZC801er",55,"white","2yearColl","$100,001-$120,000","woman","Full-time",""
204,"aff",0,2.4,"This task is meant to challenge you but I have every faith that you will rise to the occasion. Take your time, think clearly and I know you will succeed.","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","skip task",40,4,"do task",50,6,0,1,4,26,50,61,57,60,66,79,81,106,1,1,1,1,6,3,2,2,4,3,1,"VM414kq","KJ482kw",27,"white","GED","$60,001-$80,000","man","Full-time",""
205,"aff",0,1.9,"Hi Team! Thank you so much for all your hard work so far this quarter. It has not gone unnoticed. Coming up, you will be automatically enrolled in an activity that requires your participation. It should not take long, and you will receive a small bonus in return. We realize that it has been especially busy, so if you need an extension on any deadlines in order to complete this task please do not hesitate to reach out.","This exercise determines your bonus. So do your best or your bonus will be affected.","do task",40,2,"do task",50,7,0,1,200,200,200,200,200,200,200,200,200,200,3,1,1,2,2,3,2,1,2,2,1,"SM837hk","XW406gb",39,"white","2yearColl","$40,001-$60,000","man","Full-time",""
206,"aff",0,1.6,"Hey teammate, I chose you to help complete this shape identification task because it is a quick, fun way for both of us to earn a bonus and I know you are the perfect person for the job! I'd really appreciate your attention and focus and I'll make sure your bonus reflects your hard work. Let's win this together!","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",35,3,"do task",50,7,0,1,38,41,68,97,123,143,161,179,200,200,2,2,1,1,1,5,1,1,1,1,1,"PA168kd","ZC801er",36,"black","4yearColl","$100,001-$120,000","man","Full-time",""
207,"aff",0,2.6,"We want to offer you a bonus for completing this task in its entirety to reward you being such a valuable part of our team. We believe in you, so give it your best shot!","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","skip task",30,3,"do task",50,7,0,1,100,100,100,100,100,100,100,100,100,100,2,3,3,2,3,3,2,2,2,4,1,"TC529xj","YI774jh",36,"black","GED","$0-$20,000","woman","Part-time",""
208,"aff",0,2.5,"Hey teammate, I chose you to help complete this shape identification task because it is a quick, fun way for both of us to earn a bonus and I know you are the perfect person for the job! I'd really appreciate your attention and focus and I'll make sure your bonus reflects your hard work. Let's win this together!","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","skip task",26,2,"do task",42,6,1,1,66,86,101,92,100,112,122,132,142,146,2,2,2,1,2,3,2,6,2,3,1,"PA168kd","PT099gj",45,"white","GED","$20,001-$40,000","woman","Part-time",""
209,"aff",0,2.8,"I've given you a relatively easy task that I know you'll perform your absolute best on! To help make the task a little better, you can earn a nice bonus - so make sure to give it your all! I have no doubt that you'll find it easy and fun. You've got this!","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","do task",36,4,"do task",38,6,0,1,20,19,61,68,90,100,130,137,181,200,7,3,1,2,1,6,1,2,2,3,1,"OA261ld","XD206yn",27,"white","GED","$20,001-$40,000","man","Full-time","None"
210,"aff",0,2.4,"We want to offer you a bonus for completing this task in its entirety to reward you being such a valuable part of our team. We believe in you, so give it your best shot!","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","skip task",20,2,"do task",40,7,0,1,200,200,200,200,200,200,200,200,200,200,5,2,2,2,2,3,2,1,2,3,1,"TC529xj","GJ795ld",37,"black","4yearColl","$0-$20,000","woman","Part-time",""
211,"aff",0,3.3,"Whether you do well or not, I appreciate your hard work at this company and will continue to support you.","Reminder those that do not complete the task will not be compensated properly.","do task",49,5,"do task",50,5,1,1,5,8,15,17,21,29,34,39,45,49,5,2,3,3,3,4,4,3,2,4,1,"HU074mk","OL009mq",26,"white","GED","$20,001-$40,000","man","Part-time","none"
212,"aff",0,4.1,"You are completely capable of successfully completing this task. You are smart, perceptive, and discerning: all things you need to complete this task well.","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",15,2,"do task",45,6,0,1,0,5,10,25,44,70,100,135,165,200,5,5,2,5,4,5,2,1,6,6,1,"TO642sj","ZC801er",19,"white","GED","$80,001-$100,000","man","Part-time",""
213,"aff",0,2.9,"Before we begin this task I just want to let you know that I appreciate all the hard work you always do and offer you a chance for a bonus. I am going to assign you a task and if you do well, there is a bonus involved for you. I know that you generally perform well, so I'm not too concerned, but wanted to give you a heads up that the better you perform the better your bonus will be for this task. Thanks again for all your hard work!","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","do task",20,2,"do task",40,6,0,1,20,40,59,83,101,119,141,160,180,200,3,3,2,2,2,5,2,2,2,6,1,"HJ188qx","LC320iz",36,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
214,"aff",0,2.5,"Hey. Our boss has given us a fun and easy task to complete. I think it will allow you to test your intelligence and see exactly how much you know. You will be granting a bonus based on how much you would come up with. Let's do it! It is definitely worth our time.","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","do task",50,3,"do task",50,5,0,1,50,100,100,101,100,100,125,150,175,200,3,3,2,1,2,4,2,2,3,3,1,"VD105li","MR621vy",52,"white","GED","$20,001-$40,000","woman","Full-time","Thank you for allowing me to participate "
215,"aff",0,1.6,"You are completely capable of successfully completing this task. You are smart, perceptive, and discerning: all things you need to complete this task well.","This task I am assigning you is pretty important and needs to be done as well as possible. If you do not perform well you will not be receiving a possible bonus that I can reward you with. If you want this bonus, you will perform according.","skip task",50,2,"do task",50,7,0,1,0,0,0,0,0,0,50,50,50,50,1,1,1,1,1,4,1,1,4,1,1,"TO642sj","WC835pl",56,"white","4yearColl","$80,001-$100,000","woman","Full-time",""
216,"aff",0,2.4,"Hey. Our boss has given us a fun and easy task to complete. I think it will allow you to test your intelligence and see exactly how much you know. You will be granting a bonus based on how much you would come up with. Let's do it! It is definitely worth our time.","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","do task",28,1,"do task",42,7,0,1,200,200,200,200,200,200,200,200,200,200,3,2,2,2,1,5,2,1,2,4,1,"VD105li","MR621vy",43,"white","GED","$60,001-$80,000","woman","Full-time",""
217,"aff",0,3.3,"Please do the best that you can to identify all the shapes that are described. Feel free to take your time and double-check your choices - you don't need to be perfect, just make your best effort!","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","skip task",47,3,"do task",45,5,0,1,0,0,0,0,0,200,200,200,200,200,5,3,2,3,2,3,2,2,6,5,1,"YF438np","GJ795ld",49,"white","4yearColl","$20,001-$40,000","man","Part-time",""
218,"aff",0,2.1,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","Reminder those that do not complete the task will not be compensated properly.","skip task",40,2,"do task",46,6,0,1,2,25,50,50,100,151,175,200,200,200,3,2,2,1,2,2,2,1,3,3,1,"LW745iy","OL009mq",35,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
219,"aff",0,2.9,"Hey, i have a unique opportunity for you to contribute to our team's success. This task could really make a difference for both of us. Your keen eye for details would be invaluable here.","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","skip task",20,3,"do task",40,6,0,1,77,165,154,127,86,99,192,163,174,175,6,1,2,5,1,7,2,1,1,3,1,"BD990bc","PT099gj",43,"black","GED","$160,001-$180,000","woman","Full-time",""
220,"aff",0,2.7,"We win together! You got this, I believe in your amazing abilities and by doing well, we can both walk away with pride and compensation!","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","skip task",25,2,"do task",35,6,0,1,10,30,75,85,100,125,150,165,185,200,2,3,5,2,1,6,2,2,2,2,1,"RA103dx","GJ795ld",50,"white","MA","$120,001-$140,000","woman","Full-time",""
221,"aff",0,3.8,"We want to offer you a bonus for completing this task in its entirety to reward you being such a valuable part of our team. We believe in you, so give it your best shot!","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","skip task",25,3,"do task",40,6,0,1,1,10,19,35,60,100,120,145,174,200,7,3,6,5,2,6,1,3,2,3,1,"TC529xj","JI806xu",19,"white","GED","$80,001-$100,000","woman","Part-time, Student","This was fun and enjoyable to take! fingers crossed for my employee"
222,"aff",0,1.2,"Please do your best at this exercise as I have faith that you will try your hardest, but if you make a mistake, no worries. Just take a deep breath focus on the exercise and you will do great!","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","do task",36,6,"do task",37,7,0,1,144,167,175,190,192,192,191,193,200,200,1,1,1,1,1,1,1,1,2,2,1,"AC528ed","GV333wu",30,"white","4yearColl","$20,001-$40,000","woman","Part-time",""
223,"dom",1,4.3,"Hey, i have a unique opportunity for you to contribute to our team's success. This task could really make a difference for both of us. Your keen eye for details would be invaluable here.","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","do task",43,3,"skip task",20,4,1,1,132,119,107,150,159,160,161,142,163,180,6,4,7,5,4,6,1,5,2,3,1,"BD990bc","LB941bt",60,"black","4yearColl","$40,001-$60,000","man","Full-time",""
224,"aff",0,4.6,"I am hoping you can lend your expertise on this request, given that I know you have a knack for this type of thing! I really appreciate your help, and please let me know if you have any questions!","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","do task",50,3,"do task",50,5,0,1,0,0,0,0,0,0,0,50,100,200,5,5,5,5,5,5,3,2,6,5,1,"UD880hg","JI806xu",55,"multiracial","4yearColl","$100,001-$120,000","man","Full-time",""
225,"aff",0,2.9,"I'm choosing this assignment for you because I know that I can count on you to do a great job. Thank you so much!","This task I am assigning you is pretty important and needs to be done as well as possible. If you do not perform well you will not be receiving a possible bonus that I can reward you with. If you want this bonus, you will perform according.","skip task",0,1,"do task",40,6,0,1,2,4,6,8,11,14,16,18,21,23,4,3,2,2,2,3,2,1,4,6,1,"KF800kz","WC835pl",26,"white","GED","$20,001-$40,000","man","Part-time",""
226,"aff",0,2.1,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","skip task",38,2,"do task",47,5,0,1,3,29,39,51,62,85,105,115,145,200,5,1,1,1,1,6,1,1,1,3,1,"LW745iy","GJ795ld",33,"white","4yearColl","$20,001-$40,000","man","Full-time",""
227,"aff",0,3.4,"Hi Team! Thank you so much for all your hard work so far this quarter. It has not gone unnoticed. Coming up, you will be automatically enrolled in an activity that requires your participation. It should not take long, and you will receive a small bonus in return. We realize that it has been especially busy, so if you need an extension on any deadlines in order to complete this task please do not hesitate to reach out.","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","do task",31,3,"do task",40,5,0,1,17,54,69,79,101,119,139,161,181,200,5,5,3,4,4,5,2,2,2,2,1,"SM837hk","KJ482kw",34,"white","MA","$80,001-$100,000","man","Full-time",""
228,"aff",0,2.5,"Whether you do well or not, I appreciate your hard work at this company and will continue to support you.","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","do task",26,2,"do task",33,6,0,1,200,200,200,200,200,200,200,200,200,200,2,1,1,1,2,4,3,1,6,4,1,"HU074mk","LC320iz",43,"hispanic","MA","$80,001-$100,000","woman","Full-time",""
229,"aff",0,2,"I'm choosing this assignment for you because I know that I can count on you to do a great job. Thank you so much!","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","do task",40,2,"do task",50,7,0,1,19,39,55,76,94,105,118,130,172,200,3,3,2,1,1,2,1,1,3,3,1,"KF800kz","LC320iz",31,"multiracial","4yearColl","$80,001-$100,000","man","Full-time",""
230,"aff",0,1.3,"Hey teammate, I chose you to help complete this shape identification task because it is a quick, fun way for both of us to earn a bonus and I know you are the perfect person for the job! I'd really appreciate your attention and focus and I'll make sure your bonus reflects your hard work. Let's win this together!","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","skip task",31,2,"do task",40,6,0,1,0,60,60,60,100,100,100,200,200,200,1,1,1,1,1,2,1,1,1,3,1,"PA168kd","AB972vt",NA,"white","4yearColl","$60,001-$80,000","woman","Unemployed",""
231,"aff",0,2,"Before we begin this task I just want to let you know that I appreciate all the hard work you always do and offer you a chance for a bonus. I am going to assign you a task and if you do well, there is a bonus involved for you. I know that you generally perform well, so I'm not too concerned, but wanted to give you a heads up that the better you perform the better your bonus will be for this task. Thanks again for all your hard work!","This exercise determines your bonus. So do your best or your bonus will be affected.","skip task",40,1,"do task",50,6,0,1,200,200,200,200,200,200,200,200,200,200,4,1,3,2,2,1,2,1,2,2,1,"HJ188qx","XW406gb",33,NA,"GED","$20,001-$40,000","man","Part-time",""
232,"dom",1,2.7,"You totally got this! Please match as many as you can as quickly as you can. By helping me with the work, we can achieve a lot together.","Reminder those that do not complete the task will not be compensated properly.","do task",30,4,"do task",30,4,0,1,5,20,35,40,55,70,100,110,180,200,3,3,2,2,2,5,2,2,2,4,1,"XT894iw","OL009mq",37,"hispanic","4yearColl","$40,001-$60,000","woman","Full-time",""
233,"aff",0,1.6,"I am guessing that you will do great on this task and in doing so you will earn yourself a nice little bonus. Do your best and I know the outcome will be favorable.","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","do task",46,2,"do task",46,7,0,1,200,200,200,200,200,200,200,200,200,185,1,2,1,1,1,5,1,1,1,2,1,"DV618ch","LB941bt",61,"white","GED","$40,001-$60,000","woman","Other",""
234,"aff",0,2.7,"I am guessing that you will do great on this task and in doing so you will earn yourself a nice little bonus. Do your best and I know the outcome will be favorable.","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","skip task",30,1,"do task",45,7,0,1,80,100,120,135,145,155,165,175,185,200,5,2,3,2,1,6,2,1,2,3,1,"DV618ch","XD206yn",38,"white","2yearColl","$140,001-$160,000","woman","Full-time",""
