"PID","cond","reflection","choicedom","message_choice","pref_cont","CWV","pred_choice","pred_comp","pred_att","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","att_1","att_2","is_elg","age","race","edu","income","gender","employment","feedback"
282,"neg","They might feel more stressed or pressured into completing the task",0,"nondom",3,2.8,"do",40,3,10,20,33,47,62,75,90,94,100,100,5,2,1,3,2,3,3,1,4,4,1,1,1,32,"white","4yearColl","$140,001-$160,000","man","Full-time",""
283,"pos","I think they may be motivated and want to do well to get the bonus.  ",0,"nondom",1,1.6,"do",30,3,4,25,36,45,52,65,75,90,95,100,1,3,2,1,1,1,1,1,1,4,1,1,1,50,"white","4yearColl","$60,001-$80,000","woman","Full-time","n/a"
284,"neg","This message comes across as rude and demanding. By saying the employee will not get the full bonus if they fail to complete this task is threatening!",0,"nondom",1,3.9,"skip",9,1,20,50,60,75,75,74,75,75,100,100,7,1,1,2,1,7,1,7,7,5,1,1,1,44,"white","4yearColl","$60,001-$80,000","woman","Full-time","Thank you very much!"
285,"pos","I think some people would act positively to this message.  They may like the thought that their fate is in their own hands and find that motivating. ",0,"nondom",2,1.9,"do",40,6,100,100,100,100,100,100,100,100,100,100,2,1,1,1,3,3,2,1,3,2,1,1,1,64,"white","MA","$40,001-$60,000","woman","Full-time",""
286,"pos","It is very direct to the point. It gives them specific direction on what to do.",0,"nondom",1,2.2,"skip",41,2,10,10,40,50,60,60,80,80,100,100,2,3,2,2,2,3,2,2,2,2,1,1,1,54,"white","MA","Over $200,000","man","Full-time",""
287,"pos","The employee might feel that the manager believes in their abilities and is counting on them, which could create a sense of trust and mutual responsibility. They may also appreciate the managers directness and clarity, seeing it as a sign of respect and professionalism rather than pressure.",1,"dom",5,3,"do",47,4,0,0,0,0,0,0,0,0,5,95,4,4,2,1,6,3,3,1,3,3,1,1,1,52,"white","GED","$140,001-$160,000","woman","Full-time",""
288,"pos","It gives off a vibe of ok let's go! This can be very motivating and pump someone up giving them positive feelings toward their manager.",0,"nondom",2,2.1,"skip",41,3,0,0,30,40,50,60,70,80,90,100,2,2,1,1,3,2,2,1,2,5,1,1,1,35,"white","MA","$60,001-$80,000","woman","Part-time",""
289,"neg","I think that they may have some negative thoughts in the form of doubt that they could not do good. They may also feel some negativity associated with feeling pressure to work harder from the manager.",0,"nondom",1,2.9,"do",43,4,2,4,2,3,6,6,23,41,58,100,4,2,2,4,2,6,1,2,2,4,1,1,1,44,"white","4yearColl","$60,001-$80,000","woman","Full-time","none"
290,"pos","I think they would feel like they are doing a great job and know their expectations.",0,"nondom",1,3,"do",28,7,43,64,42,25,49,73,54,41,33,78,6,2,2,2,2,4,2,6,3,1,1,1,1,25,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
291,"pos","They will think the manager is encouraging and trying to help them earn as much as they can. They will be appreciative.",1,"dom",6,3,"do",50,7,100,100,100,100,100,100,100,100,100,100,5,3,1,4,1,2,2,1,4,7,1,1,1,56,"white","4yearColl","$0-$20,000","woman","Full-time",""
293,"neg","I think the employee would think that this would be a negative message to receive because it is kind of threatening. I think they would not like their manager is they were to receive this type of message. ",0,"nondom",1,1.4,"skip",28,1,18,30,40,50,60,70,80,85,90,100,4,1,1,1,1,1,1,1,2,1,1,1,1,36,"white","4yearColl","$100,001-$120,000","woman","Full-time",""
294,"neg","An employee might think that the manager does not appreciate their hard work already.",0,"nondom",1,3.1,"skip",34,2,76,87,93,93,92,93,92,94,93,99,5,2,3,4,3,4,2,4,1,3,1,1,1,21,"hispanic",NA,"$0-$20,000","woman","Student",""
296,"pos","i think that the employee could think of this message positively because they would be encouraged by the idea of getting the bonus, therefor it would make them do their best and work hard to achieve that.",0,"nondom",1,1.9,"do",50,5,10,20,30,40,50,60,70,80,90,100,2,1,1,1,1,1,1,1,3,7,1,1,1,29,"white","GED","$80,001-$100,000","woman","Full-time",""
297,"neg","The employee can feel like the manager is putting too much pressure on them or even threatening them.",0,"nondom",1,3.2,"do",46,5,10,20,30,40,50,60,70,80,88,100,1,4,1,1,6,4,2,5,2,6,1,1,1,45,"black","GED","$20,001-$40,000","man","Full-time",""
298,"neg","The employee might not care about the bonus or completing the task. The message sounds condescending to the employee.",0,"nondom",2,2.6,"skip",50,3,0,0,0,0,50,50,50,50,50,100,3,5,2,2,3,4,1,2,1,3,1,1,1,54,"white","4yearColl","$80,001-$100,000","man","Full-time",""
299,"pos","There is a bit of encouragement for the employee about how this task needs to be done. I can see that when the manager says to the employee to do their absolute best. ",0,"nondom",1,3.3,"do",45,4,50,50,50,50,50,50,50,50,50,50,2,6,2,2,6,6,2,2,1,4,1,1,1,31,"hispanic","2yearColl","$40,001-$60,000","woman","Part-time",""
300,"pos","The words of encouragement to do their best can be seen as positive.",0,"nondom",1,3.1,"skip",25,3,0,10,10,10,10,10,10,10,10,20,3,4,4,4,3,4,2,2,2,3,1,1,1,32,"white","4yearColl","$60,001-$80,000","man","Full-time","None"
301,"pos","They might be a person that could work well under pressure and feel more motived by a  message like this and think the manager is strict but fair.",0,"nondom",1,3.1,"skip",21,2,15,35,39,42,44,50,53,56,84,92,4,4,3,4,3,4,3,1,3,2,1,1,1,24,"white","GED","$40,001-$60,000","man","Full-time",""
302,"neg","The implied threat of not receiving the full bonus if the employee does not do their best is a sure deterrent towards a positive interaction.  They would consider the manager domineering and believe that the manager doubts their intelligence and work ethic.",0,"nondom",1,2,"do",41,2,49,61,65,72,74,74,75,100,100,100,2,2,1,1,2,2,2,2,3,3,1,1,1,68,"white","GED","$60,001-$80,000","man","Full-time",""
303,"neg","because it is kind of curt. Like matter of factish not pleasant at all I would feel a certain way being spoken to like that",0,"nondom",1,3.2,"do",43,6,5,10,15,16,25,30,35,40,45,50,5,3,2,2,2,7,1,3,2,5,1,1,1,53,"black","GED","$180,001-$200,000","woman","Full-time","no"
304,"pos","The employee could view the message positively if they think about the reward they will get of the full bonus by working hard .",0,"nondom",2,2.6,"skip",30,2,100,100,100,100,100,100,100,100,100,100,3,3,2,2,2,3,3,2,3,3,1,1,1,38,"multiracial","4yearColl","$20,001-$40,000","man","Full-time",""
305,"pos","I will do my best and get the job done as I realize how important it is.",0,"nondom",1,2.7,"do",25,7,25,24,25,50,50,50,50,75,75,75,3,4,2,2,3,4,2,2,2,3,1,1,1,56,"white","2yearColl","$180,001-$200,000","woman","Part-time","none"
306,"neg","If I send that message, the employee will feel pressured to do well and get nervous. If that happens, they might not perform well hence not earn the bonus.",0,"nondom",1,2.6,"do",45,6,10,20,30,40,50,60,70,80,90,100,4,2,1,5,2,4,2,1,2,3,1,1,1,28,"multiracial","MA",NA,"woman","Full-time, Student",""
307,"pos","The positive thoughts could be the willingness to complete the task that is asked of them and to do their best. They are also reminded about the bonus that they could receive.",0,"nondom",3,2.7,"skip",40,2,55,60,65,70,75,80,85,90,95,100,5,3,1,2,3,5,2,1,2,3,1,1,1,47,"white","4yearColl","Over $200,000","man","Full-time","Thank you for the study. "
308,"pos","They understand the task as well as the objective. There is a clear guideline on how to get the entire bonus. ",0,"nondom",1,3.2,"skip",28,2,13,17,34,42,50,59,72,81,86,100,4,2,2,2,5,5,2,1,3,6,1,1,1,44,"asian","4yearColl","$100,001-$120,000","man","Full-time",""
311,"pos","The overall sentiment is fairly uplifting intended to stoke their motivation.  I could imagine pride from having done well being a big motivator as well.",0,"nondom",2,1.8,"do",30,6,100,100,100,100,100,100,100,100,100,100,1,1,1,2,1,1,5,1,3,2,1,1,1,33,"white","4yearColl","$40,001-$60,000","man","Part-time",""
312,"pos","I think the employee could feel encouraged by the manager telling them to do their absolute best across all the rounds. It also fosters a working relationship between the manager and employee, where the employee's performance correlates to the bonus they receive.",0,"nondom",2,2.1,"do",50,2,0,0,0,0,0,100,100,100,100,100,3,2,2,2,2,3,1,1,3,2,1,1,1,24,"white","4yearColl","$20,001-$40,000","man","Full-time",""
313,"neg","This isn't encouraging. It sounds threatening, and likely wouldn't encourage the employee or make them feel like a team member.",0,"nondom",1,2.2,"do",35,3,20,30,30,30,40,50,60,75,90,100,2,2,2,1,2,5,2,1,3,2,1,1,1,58,"white","4yearColl","$160,001-$180,000","woman","Full-time",""
314,"pos","They may be thankful you are letting them know the bonus depends on it.  They will want to get a good bonus",0,"nondom",1,2.5,"do",35,5,0,100,100,100,100,100,100,100,100,100,3,2,3,3,2,3,2,2,2,3,1,1,1,42,"white","4yearColl","$60,001-$80,000","man","Full-time",""
315,"pos","It is encouraging and lets them know that I think the employees are capable. And by putting in there that there is a bonus on the line, that helps to motivate",1,"dom",5,2.7,"do",40,3,40,50,60,70,80,90,95,95,100,100,3,5,2,2,1,6,1,2,3,2,1,1,1,NA,"white","PHD","$60,001-$80,000","woman","Full-time",""
316,"pos","The only positive aspect I get from this prompt is that it seems to push you to do your best; it seems encouraging.",0,"nondom",1,2.6,"skip",33,3,14,21,28,35,42,47,67,73,80,100,3,3,2,3,2,3,2,3,2,3,1,1,1,32,"multiracial","GED","$40,001-$60,000","woman","Full-time",""
317,"neg","In this kind of scenario you want to avoid  pressure, but the manager seems to not consider that an dis focused on the bonus more than the employee
",0,"nondom",1,3.7,"do",35,6,80,80,81,79,68,66,63,59,58,56,6,2,6,1,4,6,2,6,2,2,1,1,1,51,"multiracial","4yearColl","$100,001-$120,000","woman","Full-time",""
318,"neg","The employee could feel threatened by the language used in an “or else” capacity. As in, you WILL do a great job or else you will NOT receive the bonus. It lacks encouragement, and also incites fear in the employee.",0,"nondom",1,3.3,"skip",37,2,100,100,100,100,100,100,100,100,100,100,5,3,2,4,2,5,2,2,5,3,1,1,1,27,"white","4yearColl","$60,001-$80,000","woman","Full-time","I think that it is better to rule with a gentle hand than an iron fist in any scenario."
319,"pos","It's time to get in there and do the absolute best across all rounds. This is a very enclosed statement, letting the employee know that they have an opportunity to put forth their best efforts to succeed.",0,"nondom",1,1.7,"do",40,3,8,14,16,15,17,42,45,54,75,100,1,1,1,1,2,4,1,1,1,4,1,1,1,54,"black","4yearColl","$80,001-$100,000","man","Full-time",""
320,"pos","I think the message could have a positive reaction to the message because they would appreciate knowing they might not get a full bonus if they don't complete the task. I think the message may also come across as trying to build them up, which they might appreciate.",0,"nondom",2,2.1,"do",47,5,25,50,50,75,75,100,100,100,100,100,4,2,3,1,1,1,1,1,4,3,1,1,1,41,"white","2yearColl","$0-$20,000","woman","Part-time",""
321,"pos","The manager is upfront about the situation and there will be no surprises. One could also imply that if the employee completes the task and does it well, they will get a full bonus.",0,"nondom",2,2.7,"do",45,3,10,10,30,50,70,80,85,90,95,100,4,3,3,1,2,5,2,1,2,4,1,1,1,32,"black","4yearColl","$100,001-$120,000","man","Full-time",""
322,"neg","They might think that the manager expects perfection which is hard for even the most talented people to do.  It also might think the manager is looking for way to not give them the bonus.",0,"nondom",1,2.2,"do",34,2,5,8,14,25,47,60,72,91,95,100,3,2,3,2,1,4,3,1,2,1,1,1,1,48,"white","4yearColl","$80,001-$100,000","man","Full-time",""
323,"neg","It is threatening.  I would probably react badly to it.",0,"nondom",1,1.9,"skip",20,2,25,25,25,25,30,30,30,40,40,75,1,1,1,7,1,1,1,1,1,4,1,1,1,70,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
324,"neg","This message feels very impersonal and an employee may catch on to that. It feels threatening and does not seem like the employee is valued.",0,"nondom",1,2,"do",41,2,17,39,56,65,72,78,83,90,95,100,3,1,2,1,1,3,2,2,3,2,1,1,1,26,"white","4yearColl","$80,001-$100,000","man","Full-time",""
325,"pos","The employee can feel like the manager would have faith in them in their abilities to complete tasks.",0,"nondom",1,1.6,"skip",40,4,0,5,20,35,55,60,75,80,95,100,1,1,1,1,1,6,1,1,1,2,1,1,1,31,"black","4yearColl","$20,001-$40,000","woman","Full-time",""
326,"neg","The employee might feel the manager is being pushy or doesn't trust them, which could make them less motivated or annoyed. ",1,"dom",5,2.7,"do",30,3,5,5,10,25,30,39,47,61,61,76,5,3,1,2,2,3,3,1,4,3,1,1,1,27,"white","GED","$40,001-$60,000","man","Full-time",""
327,"pos","They might feel that their manager is concerned about their bonus and trying to push them to do well. They might take the push as positive encouragement and get energized from the motivation. They will feel that the manager cares about their success.",1,"dom",4,2.5,"do",50,3,30,40,50,50,60,80,80,90,95,100,5,1,2,3,2,5,1,1,2,3,1,1,1,30,"white","2yearColl","$40,001-$60,000","woman","Full-time",""
328,"pos","It's possible that the employee might see the use of the phrase ""do your absolute best"" as encouragement.  Beyond that I don't think an employee would react positively to this message.",0,"nondom",1,3.2,"skip",25,2,10,20,30,40,50,60,70,80,90,100,5,2,1,4,7,2,4,1,2,4,1,1,1,61,"white","4yearColl","Over $200,000","woman","Full-time",""
329,"neg","It sounds vaguely threatening that you would withhold pay based on performance. Working under that type of pressure is quite negative.",0,"nondom",1,2,"do",35,2,75,75,75,75,75,100,100,100,100,100,2,2,2,2,2,2,2,2,2,2,1,1,1,52,"white","PHD","Over $200,000","woman","Full-time",""
330,"neg","The employee might feel pressured or threated by the tone of the message interpreting its as controlling or overly demanding this could lead to resentment or reduced motivation as it suggests the manager is more focused on performance and bonces than on mutual respect",0,"nondom",1,2.1,"do",14,3,0,20,40,70,17,82,21,50,77,75,2,2,1,5,1,2,2,1,3,2,1,1,1,54,"white","4yearColl","$40,001-$60,000","woman","Full-time",""
331,"pos","This message will clarify to my employee what is at stake and how hard he is expected to work on this project.",0,"nondom",1,2.2,"do",50,6,11,30,30,45,45,64,65,82,100,100,2,2,3,1,2,4,2,2,2,2,1,1,1,35,"black","4yearColl","$100,001-$120,000","woman","Full-time",""
332,"pos","It might feel really like a pep talk in a positive they way they  would feel motivated. ",0,"nondom",1,3.3,"do",41,6,0,5,10,30,36,40,51,62,77,100,3,3,5,2,3,3,3,5,3,3,1,1,1,42,"white","MA","$180,001-$200,000","woman","Full-time",""
333,"neg","The message is a bit pushy and also a bit threatening about the bonus.",0,"nondom",1,2.6,"skip",30,2,10,20,30,40,51,60,70,80,90,100,3,3,2,2,3,3,2,1,3,4,1,1,1,35,"white","2yearColl","$0-$20,000","man","Other",""
334,"pos","They could feel positively about the manager because the manager is encouraging them to get a bonus for themselves. ",0,"nondom",1,2.8,"do",40,6,10,24,38,52,62,72,82,91,100,100,5,2,1,2,2,5,3,3,2,3,1,1,1,41,"black","MA","$100,001-$120,000","woman","Full-time",""
335,"neg","They might feel like their opinion does not matter, and that what they are doing means so little",1,"dom",5,4.2,"skip",10,3,19,7,40,19,10,22,7,27,12,41,6,2,6,5,3,6,3,5,3,3,0,1,0,28,"black","GED","$0-$20,000","man","Full-time",""
336,"pos","The positive attitude will be tainted due the words used and how the message is redacted. It feels more like a thread if not respond correctly. But if the relationship is good enough that will encourage worker to do their best. ",0,"nondom",1,2.7,"skip",40,3,0,0,0,0,54,59,66,77,86,100,5,2,2,2,2,6,2,2,2,2,1,1,1,40,"hispanic","4yearColl","$120,001-$140,000","man","Full-time",""
337,"neg","They may feel that their manager only cares about the bonus and about producing an optimal outcome, not about them.",0,"nondom",3,1.9,"do",25,2,10,20,70,80,90,100,100,100,100,100,3,2,1,2,1,2,1,2,3,2,1,1,1,24,"hispanic","4yearColl","$60,001-$80,000","man","Full-time",""
338,"pos","That's not a very good message. But they might have a non-negative reaction because the message explains what needs to be done and what happens when it is done correctly. They might feel their manager is being clear in their communication with them.",0,"nondom",2,2.4,"skip",50,3,10,20,30,40,50,60,70,80,90,100,2,3,1,3,2,3,1,1,5,3,1,1,1,49,"white","2yearColl","$0-$20,000","woman","Part-time",""
339,"neg","They would have a negative reaction to the message because it sounds like a threat, there will not be a bonus if they don't perform well. The way it's worded could trigger resistance in the employee, it sounds like it's an order.",0,"nondom",1,2.1,"do",40,5,20,35,40,50,50,55,65,75,80,100,2,2,2,2,3,3,2,2,1,2,1,1,1,53,"white","MA","$80,001-$100,000","woman","Full-time",""
340,"pos","I think the employee could have a positive reaction because it sounds like the manager is making it competitive. If the employee is competitive by nature it'll fuel him to want to win. ",0,"nondom",2,2.6,"do",25,4,50,50,50,50,50,100,100,100,100,100,5,4,1,1,4,4,1,1,2,3,1,1,1,52,"white","GED","$100,001-$120,000","woman","Retired",""
341,"pos","This stresses the relationship and the confidence the manager has in employee. The implication is that if employee does his best a bonus will be crested.  This implies that the manager believes the employee can do the task.",0,"nondom",2,2,"do",46,7,50,50,73,72,71,73,76,72,75,79,3,3,1,2,1,3,2,1,1,3,1,1,1,79,"white","4yearColl","$60,001-$80,000","woman","Part-time",""
342,"neg","The message sounds very condescending and demanding. It is not necessarily disrespectful but it just seems cold saying do it and do it 100% right or you won’t get paid for it. ",1,"dom",4,2.7,"do",50,3,2,4,10,10,10,25,25,49,100,100,6,3,2,2,2,2,3,1,3,3,1,1,1,33,"white","4yearColl","$80,001-$100,000","woman","Full-time",""
343,"pos","The first two sentences are encouraging and get the blood pumping.  Talk about ""at hand"" or ""it's time"" makes it seem like this is a long anticipated exciting event (even though it's not really haha)",0,"nondom",2,3.4,"do",20,3,100,100,100,100,100,100,100,100,100,100,2,3,2,2,2,7,4,2,5,5,1,1,1,43,"white","PHD","$120,001-$140,000","man","Full-time",""
344,"pos","The message is giving confidence to the employee by reiterating their skills and encouraging but saying bonus at the end of the reading ",0,"nondom",2,4.6,"skip",33,3,1,6,4,4,4,87,32,27,49,95,5,6,2,7,3,6,2,5,5,5,1,1,1,49,"white","PHD","$100,001-$120,000","woman","Full-time","Interesting survey"
345,"neg","The employee will have a negative reaction to that message because the tone is very annoying and threatening. ",0,"nondom",1,1.9,"skip",10,1,0,16,17,17,18,32,32,39,40,50,3,2,2,1,1,3,1,2,1,3,1,1,1,31,"asian","4yearColl","$140,001-$160,000","man","Full-time",""
346,"pos","I think its motivating. It sounds like they want me to succeed and this message doesnt come across as condescending or rude. ",1,"dom",6,1.7,"do",42,4,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,4,2,1,1,4,1,1,1,36,"white","GED","$20,001-$40,000","woman","Full-time",""
347,"pos","The employee if they are competitive in nature could see that as a fun challenge or game. The trophy is the bonus reward and could help with the motivation to do well. ",0,"nondom",3,3.1,"skip",45,6,15,15,25,25,50,50,75,75,100,100,7,4,1,1,1,7,1,2,1,6,1,1,1,37,"white","GED","$60,001-$80,000","man","Full-time",""
348,"neg","I Think that would be too harsh to send to employees.  In many cases you don't want to punish but rather reward your employees.",0,"nondom",2,4,"do",20,2,10,20,30,40,50,60,70,80,90,100,4,5,3,3,4,5,3,4,4,5,1,1,1,45,"asian","MA","$100,001-$120,000","man","Full-time",""
349,"pos","manager is encouraging and cheering me on, they believe in me to do the task
",0,"nondom",2,3.9,"skip",40,3,29,38,57,69,77,85,92,95,96,100,5,6,2,3,5,5,2,3,3,5,1,1,1,NA,"white","4yearColl","$160,001-$180,000","woman","Part-time",""
350,"pos","The message is brief and straightforward. It does not feel patronizing and it indicates a level of confidence in the employee's ability to complete the task.",1,"dom",5,4,"do",30,5,0,0,0,0,5,9,15,25,75,100,5,4,2,5,4,5,4,3,5,3,1,1,1,25,"asian","4yearColl","$60,001-$80,000","man","Full-time",""
351,"neg","It sounds like the employee might hear: You have to do this. You have to do that, And, your livelihood depends on this task. It's quite ominous. ",0,"nondom",1,3.5,"do",30,3,10,30,41,54,61,67,72,78,86,100,5,3,2,5,3,5,4,2,1,5,1,1,1,49,"white","GED","$20,001-$40,000","woman","Full-time","thank you"
352,"pos","It's straightforward and clear. It explains the whole goal clearly.",1,"dom",4,2.6,"do",41,6,5,5,5,5,5,5,10,10,20,30,3,3,1,1,2,4,2,1,5,4,1,1,1,20,"black","GED","$40,001-$60,000","man","Part-time",""
353,"pos","It encourages them to do their best so they can get as much money as possible. ",0,"nondom",2,4.1,"do",30,2,0,9,23,32,45,55,65,82,99,100,5,6,1,5,2,5,3,2,6,6,1,1,1,43,"white","GED","$60,001-$80,000","woman","Full-time",""
354,"pos","The message could give the employee a sense of hope and a little challenge in knowing that they could receive the full bonus. ",0,"nondom",2,3.1,"do",38,3,30,30,30,50,50,100,100,100,100,100,5,3,2,4,3,1,4,1,5,3,1,1,1,24,"black","4yearColl","$100,001-$120,000","man","Full-time",""
355,"neg","The text is not encouraging and, instead, the participant might see the message as belittling and manipulative. ",0,"nondom",1,5.1,"skip",25,1,100,100,100,100,100,100,100,100,100,100,6,7,3,3,4,5,4,6,6,7,1,1,1,27,"asian","4yearColl","$40,001-$60,000","man","Full-time","No additional comments "
356,"pos","I believe the employee could feel that their manager believes in their ability to do this task. ",0,"nondom",3,4.3,"do",41,4,10,20,30,40,50,60,70,80,90,100,5,4,5,5,3,5,5,5,3,3,1,1,1,43,"asian","4yearColl","$160,001-$180,000","man","Full-time",""
357,"neg","The employee might have a negative reaction to the message because it directly subjects them to the association of their bonus with their performance, which can potentially pressure them. ",1,"dom",4,3.9,"do",36,3,0,3,6,8,11,12,14,21,23,27,5,3,3,5,3,3,3,5,6,3,1,1,1,22,"asian","4yearColl","$180,001-$200,000","man","Full-time",""
358,"neg","This message is somewhat demanding and punitive.  It threatens poor performance with reduced bonus, which could make an employee resentful or fearful towards the manager.  This is not a productive way to build trust and rapport with an employee, in my opinion.",0,"nondom",2,3,"skip",35,2,30,35,40,50,60,70,100,100,100,100,5,2,2,2,2,4,3,2,4,4,1,1,1,52,"white","4yearColl","$120,001-$140,000","man","Full-time",""
359,"pos","The harder they work, the more bonus they can potentially receive",0,"nondom",1,1,"do",50,7,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,37,"asian","2yearColl","$120,001-$140,000","man","Full-time",""
360,"neg","The employee may feel pressured and undervalued by the manager's emphasis on the bonus, leading them to believe that their worth is tied solely to performance rather than their overall contributions. It could make them resentful, lose motivation, and may perceive the manager as unsupportive and demanding.",0,"nondom",1,1.7,"skip",35,2,45,30,20,5,5,3,10,6,8,5,1,2,2,1,1,2,1,1,2,4,1,0,0,28,"asian","2yearColl","$20,001-$40,000","woman","Full-time",""
361,"neg","It could come off as passive aggressive and they may feel inclined to do bad out of spite.",0,"nondom",1,1.5,"do",50,6,100,100,100,100,100,100,100,100,100,100,2,1,1,1,1,4,1,1,2,1,1,1,1,21,"white","GED","$100,001-$120,000","woman","Other",""
362,"pos","The employee might react positively to the message to ensure they receive the full bonus.",0,"nondom",1,1,"do",50,3,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,66,"white","4yearColl","$120,001-$140,000","woman","Full-time","Thank you!"
363,"neg","The statement ends by emphasizing the negative consequence of not achieving the goal. Ending on a negative note could invoke negative responses. ",0,"nondom",2,2.2,"do",45,5,100,100,100,100,100,100,100,100,100,100,3,2,1,1,1,6,2,2,2,2,1,1,1,27,"white","4yearColl","$80,001-$100,000","man","Full-time",""
364,"pos","The manager sounds like they are being encouraging.  The employee could react positively in that they could feel that the manager is looking out for their interest in making sure they get the full bonus.",0,"nondom",3,2.4,"do",46,3,7,17,29,40,53,65,74,86,96,100,2,2,1,2,4,3,2,2,3,3,1,1,1,47,"white","4yearColl","$140,001-$160,000","man","Full-time",""
365,"neg","In this message it is right to the point however it is very rude and not very encouraging.  I feel this message could make the employee nervous and worry some, by applying too much pressure on the employee.",0,"nondom",3,2.6,"skip",25,1,10,21,28,36,44,53,63,72,82,100,5,2,1,1,2,3,1,1,5,5,1,1,1,34,"white","GED","$0-$20,000","man","Full-time","No"
366,"pos","The tone of this message has a threatening quality. It also implies the absolute best hasnt been applied in previous situations. These seem like orders and as an employee would probably tune out with a bit of resentment regarding the tone",0,"nondom",3,2.7,"do",19,3,10,21,30,40,50,60,70,80,90,100,4,3,1,7,1,3,1,1,3,3,1,1,1,50,"black","MA","$140,001-$160,000","woman","Full-time",""
367,"neg","They might think it is negative because you are putting a lot of pressure on them.",0,"nondom",1,1.9,"do",39,4,50,51,50,50,50,50,50,100,100,100,4,4,1,1,1,4,1,1,1,1,1,1,1,37,"white","4yearColl","$60,001-$80,000","man","Full-time",""
368,"pos","This message gets across confidence in their employee, the manager expresses trust that the employee knows the task, and trusts them to get in there and do it. Potentially the employee understands the sentiment of a bonus as a positive motivator.",0,"nondom",2,3,"do",35,2,0,0,0,0,0,15,0,0,0,85,3,2,2,4,1,5,2,2,5,4,1,1,1,44,"white","4yearColl","$120,001-$140,000","woman","Part-time",""
369,"pos","Assuming the employee respects their manager, they will want to prove and reinforce their capabilities, meaning their motivated and focused to perform well. ",0,"nondom",2,2.2,"do",46,5,0,0,0,0,50,50,50,50,50,100,3,3,1,1,1,5,2,2,2,2,1,1,1,33,"white","4yearColl","$80,001-$100,000","woman","Full-time",""
370,"pos","The employee might feel that their manager believes they are competent and skilled and that this message is their way of encouraging the employee to perform their best. The employee might feel motivated to work hard.",0,"nondom",2,3.6,"skip",15,1,10,20,30,50,60,65,75,85,100,100,5,2,2,5,2,6,2,5,3,4,1,1,1,30,"asian","4yearColl","Over $200,000","woman","Full-time",""
371,"neg","Well, the message is a threat, and no one likes being threatened. Even if the employee is a bit more motivated because they now know the cost of failure, they'll remember that their manager threatened them to do well ""or else.""",0,"nondom",1,3.5,"do",30,1,10,20,30,40,50,60,70,80,90,100,5,4,2,4,3,5,3,3,3,3,1,1,1,37,"asian","MA","$100,001-$120,000","man","Full-time","None"
372,"neg","they might have a negative reaction to it because it seems harsh and blunt without a lot of niceness added",0,"nondom",3,2.8,"do",38,3,8,25,37,48,63,74,81,86,95,100,3,3,3,2,3,3,3,2,3,3,1,1,1,27,"white","4yearColl","$100,001-$120,000","woman","Full-time",""
373,"pos","If the employee and the manager have a good relationship built on trust and respect then the employee will be all in on the task and put forth maximum effort.",0,"nondom",2,2,"skip",25,4,10,10,10,25,25,30,25,40,30,25,2,1,1,1,2,5,2,2,2,2,1,1,1,50,"black","4yearColl","$80,001-$100,000","man","Full-time","Thank you for the opportunity to share my thoughts."
374,"neg","My employee might have a negative reaction to this message because it makes me sound bossy and pushy as a boss and manager of him/her and that I expect too much out of him/her.  It also makes it appear that I am perfectionist boss who expects my employees to perform flawless always otherwise, I won't pay them and that I am unforgiving about any of their mistakes, which could lead to me having a bad relationship with my employees and cause my employees to quit because my employees may feel that I am an overbearing, perfectionistic, pushy, and bossy manager.",0,"nondom",1,3,"do",50,7,30,45,55,60,65,70,80,85,90,100,5,7,1,1,1,5,3,1,3,3,1,1,1,40,"asian","MA","$80,001-$100,000","woman","Full-time","It was a fun survey, and I hope you will approve of my work.  Thank you!"
375,"pos","They might think that the manager is dedicated and decisive. If the manager has the ability to handle the instruction with clarity then hopefully he or she can teach the material with clarity as well. It seems as if the manager cares about rewarding good work and will do so fairly ",0,"nondom",3,3,"do",30,6,8,18,29,38,48,58,69,78,89,100,4,4,2,2,2,5,3,2,4,2,1,1,1,32,"white","4yearColl","$60,001-$80,000","man","Full-time","fun "
376,"pos","It’s not very encouraging, it seems harsh. I would not feel motivated to complete my tasks. Feels like pep talk done poorly",0,"nondom",1,3.2,"do",25,3,57,51,60,79,79,96,90,90,50,50,5,4,1,4,4,5,3,1,3,2,1,1,1,29,"hispanic","GED","$120,001-$140,000","man","Full-time",""
377,"pos","My manager is just a person who supervise my work. He is really nothing close to me. ",1,"dom",5,3.4,"do",30,4,55,56,76,72,45,68,75,77,31,46,4,4,3,4,3,4,2,3,4,3,0,1,0,24,"asian","4yearColl","$60,001-$80,000","man","Part-time",""
378,"neg","This message sounds too negative and forceful. I think this would make the employee not work as hard out of spite. ",0,"nondom",1,1.1,"do",20,2,60,54,57,55,49,42,35,38,37,38,1,1,1,1,2,1,1,1,1,1,1,1,1,37,"white","PHD","$160,001-$180,000","man","Full-time",""
